id,Insult,Comment,tokens
356,0,"""cant wait for drita to hit tht bitch in her mouth..... bitch talk to fck'n much....fck you mean crumb snatcher. ramona is a punk pussy baby back bitch. drita, make the concert cry whn u bust ur jaw open.""","['``', 'cant', 'wait', 'drita', 'hit', 'tht', 'bitch', 'mouth', '.....', 'bitch', 'talk', ""fck'n"", 'much', '....', 'fck', 'mean', 'crumb', 'snatcher', '.', 'ramona', 'punk', 'pussy', 'baby', 'back', 'bitch', '.', 'drita', ',', 'make', 'concert', 'cry', 'whn', 'u', 'bust', 'ur', 'jaw', 'open', '.', ""''""]"
357,1,"""wow looks like two white guys. we need to ban all white folks from miami. just like you want to ban hiphop memorial day on sb.
this must be obama's fault right. u dumb asses""","['``', 'wow', 'looks', 'like', 'two', 'white', 'guys', '.', 'need', 'ban', 'white', 'folks', 'miami', '.', 'like', 'want', 'ban', 'hiphop', 'memorial', 'day', 'sb.\\nthis', 'must', 'obama', ""'s"", 'fault', 'right', '.', 'u', 'dumb', 'asses', ""''""]"
358,0,"""you can put your egg money on that,""","['``', 'put', 'egg', 'money', ',', ""''""]"
359,0,"""2005 astros but your point is still valid.""","['``', '2005', 'astros', 'point', 'still', 'valid', '.', ""''""]"
360,1,"""when your species finally evolves, then we can talk, until then you are nothing more than a common pet.""","['``', 'species', 'finally', 'evolves', ',', 'talk', ',', 'nothing', 'common', 'pet', '.', ""''""]"
361,0,"""anything past the 6th inning with zito you are asking for trouble.  ""","['``', 'anything', 'past', '6th', 'inning', 'zito', 'asking', 'trouble.', '``']"
362,0,"""opinion8it,

how you know what putin says?  you are reading his mind? ""","['``', 'opinion8it', ',', '\\n\\nhow', 'know', 'putin', 'says', '?', '\\xa0', 'reading', 'mind', '?', '``']"
363,0,"""shhh you'll get the t-gas.""","['``', 'shhh', ""'ll"", 'get', 't-gas', '.', ""''""]"
364,0,"""haha, you're funny and cool, man. so edgy.""","['``', 'haha', ',', ""'re"", 'funny', 'cool', ',', 'man', '.', 'edgy', '.', ""''""]"
365,0,"""yes, you are so correct. ""","['``', 'yes', ',', 'correct.', '``']"
366,1,"""jeff lebowski shut your dumb mouth. im 17 1/2 and just barely got done with my junior year also and ive known the kid who was driving since about 6th grade and i believe he barely turned 18. so i take offense to you calling all of us in the low desert inbred retards cus i doubt you took precalculus as a junior your high school year and i doubt u took calculus ab as a senior. get your facts straight before just getting all crazy and calling everyone special ed or retards or morons. im friends with both the driver and the girl whos still in the coma...no one 100% knows the truth yet besides the driver as of what wrong.""","['``', 'jeff', 'lebowski', 'shut', 'dumb', 'mouth', '.', 'im', '17', '1/2', 'barely', 'got', 'done', 'junior', 'year', 'also', 'ive', 'known', 'kid', 'driving', 'since', '6th', 'grade', 'believe', 'barely', 'turned', '18.', 'take', 'offense', 'calling', 'us', 'low', 'desert', 'inbred', 'retards', 'cus', 'doubt', 'took', 'precalculus', 'junior', 'high', 'school', 'year', 'doubt', 'u', 'took', 'calculus', 'ab', 'senior', '.', 'get', 'facts', 'straight', 'getting', 'crazy', 'calling', 'everyone', 'special', 'ed', 'retards', 'morons', '.', 'im', 'friends', 'driver', 'girl', 'whos', 'still', 'coma', '...', 'one', '100', '%', 'knows', 'truth', 'yet', 'besides', 'driver', 'wrong', '.', ""''""]"
367,0,"""alright jay z, go suck kanye's dick.""","['``', 'alright', 'jay', 'z', ',', 'go', 'suck', 'kanye', ""'s"", 'dick', '.', ""''""]"
368,0,"""fucking regretsy! lol

although these stuff are good, you can also find some real crap there! 

oh, christian gray... fuck me tied up to the fucking ceiling! ""","['``', 'fucking', 'regretsy', '!', 'lol\\n\\nalthough', 'stuff', 'good', ',', 'also', 'find', 'real', 'crap', '!', '\\xa0\\n\\noh', ',', 'christian', 'gray', '...', 'fuck', 'tied', 'fucking', 'ceiling', '!', '\\xa0', ""''""]"
369,0,"""type your comment here.""","['``', 'type', 'comment', '.', ""''""]"
370,0,"""and you are satan.""","['``', 'satan', '.', ""''""]"
371,0,"""what fraud?  what are you afraid of anyway?""","['``', 'fraud', '?', '\\xa0', 'afraid', 'anyway', '?', ""''""]"
372,0,"""you mean little tony is not bunting? lololololoololololololololoololololololoolololololololoolol!!!!!!!!!!!!!!!!!!!!!""","['``', 'mean', 'little', 'tony', 'bunting', '?', 'lololololoololololololololoololololololoolololololololoolol', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', ""''""]"
373,0,"""how  are your other sports doing? ""","['``', 'sports', '?', '``']"
374,1,"""celtics are still a good defensive team, you are a moron.""","['``', 'celtics', 'still', 'good', 'defensive', 'team', ',', 'moron', '.', ""''""]"
375,0,"""police shot and killed a naked guy who was eating another naked guy's face off.

two other guys tried to shoot each other over who made better kool-aid.

now you're all caught up. ""","['``', 'police', 'shot', 'killed', 'naked', 'guy', 'eating', 'another', 'naked', 'guy', ""'s"", 'face', 'off.\\n\\ntwo', 'guys', 'tried', 'shoot', 'made', 'better', 'kool-aid.\\n\\nnow', ""'re"", 'caught', 'up.', '``']"
376,0,"""are you trying to bad mouth boston sports and your from tampa bay? ""","['``', 'trying', 'bad', 'mouth', 'boston', 'sports', 'tampa', 'bay', '?', '``']"
377,0,"""totally agree on the mamamia thing.... not specifically re baby bodies, but i just feel like everything on there seems quite judgy/one sided these days. too many cat fights in the comments as well. 

i really am going to miss your posts but i am so happy for you and your new writing journey! you're going to rock the shit out of it, i'm sure xxx
""","['``', 'totally', 'agree', 'mamamia', 'thing', '....', 'specifically', 'baby', 'bodies', ',', 'feel', 'like', 'everything', 'seems', 'quite', 'judgy/one', 'sided', 'days', '.', 'many', 'cat', 'fights', 'comments', 'well', '.', '\\n\\ni', 'really', 'going', 'miss', 'posts', 'happy', 'new', 'writing', 'journey', '!', ""'re"", 'going', 'rock', 'shit', ',', ""'m"", 'sure', 'xxx\\n', ""''""]"
378,1,"""michigan currently has felons on their team practicing as we speak. are you dumb?""","['``', 'michigan', 'currently', 'felons', 'team', 'practicing', 'speak', '.', 'dumb', '?', ""''""]"
379,1,"""you,both are homosexuals-f308f308f308f308f3e9f3e9f3e9f3e9f48bf48bf48bf48b""","['``', ',', 'homosexuals-\\u0001f308\\u0001f308\\u0001f308\\u0001f308\\u0001f3e9\\u0001f3e9\\u0001f3e9\\u0001f3e9\\u0001f48b\\u0001f48b\\u0001f48b\\u0001f48b', ""''""]"
380,0,"""you are hilarious.""","['``', 'hilarious', '.', ""''""]"
381,1,"""what utter nonsense you speak man!""","['``', 'utter', 'nonsense', 'speak', 'man', '!', ""''""]"
382,0,"""lmao this nigga is so fuckin funny ""","['``', 'lmao', 'nigga', 'fuckin', 'funny\\xa0', ""''""]"
383,1,"""you really believe that, don't you?  

fucking amazing that you can tie your shoes in the morning if your synapses fire so randomly and irrationally. ""","['``', 'really', 'believe', ',', ""n't"", '?', '\\xa0', '\\n\\nfucking', 'amazing', 'tie', 'shoes', 'morning', 'synapses', 'fire', 'randomly', 'irrationally.', '``']"
384,0,"""will you be open sourcing the r code?""","['``', 'open', 'sourcing', 'r', 'code', '?', ""''""]"
385,0,"""if you are hanging out with militants, then expect to die with them. ""","['``', 'hanging', 'militants', ',', 'expect', 'die', 'them.', '``']"
386,1,"""get up off your fat lazy overpaid subsidised arses and clean your own mess up. you have plenty of time on your hands.""","['``', 'get', 'fat', 'lazy', 'overpaid', 'subsidised', 'arses', 'clean', 'mess', '.', 'plenty', 'time', 'hands', '.', ""''""]"
387,1,"""stop crying you pusse!""","['``', 'stop', 'crying', 'pusse', '!', ""''""]"
388,1,"""nigga go fuckin hang yourself you self loathing troll. why the fuck are you following my comments?!? you just proved to me that you have absolutely no life! this video and the other video are 2 completely different situations, so there is no comparison. gtfo & finish getting your ged before i violate you and use your mouth to eat my dogs shit & drink his piss. ""","['``', 'nigga', 'go', 'fuckin', 'hang', 'self', 'loathing', 'troll', '.', 'fuck', 'following', 'comments', '?', '!', '?', 'proved', 'absolutely', 'life', '!', 'video', 'video', '2', 'completely', 'different', 'situations', ',', 'comparison', '.', 'gtfo', '&', 'finish', 'getting', 'ged', 'violate', 'use', 'mouth', 'eat', 'dogs', 'shit', '&', 'drink', 'piss.', '``']"
389,0,"""how much do you charge for your vote?""","['``', 'much', 'charge', 'vote', '?', ""''""]"
390,0,"""you were actually 89-73.""","['``', 'actually', '89-73', '.', ""''""]"
391,0,"""so sorry about your mom.our prayers are with you all        charlie timmons and family""","['``', 'sorry', 'mom.our', 'prayers', 'all\\xa0\\xa0\\xa0\\xa0\\xa0\\xa0\\xa0', 'charlie', 'timmons', 'family', ""''""]"
392,1,"""lol... how many times do you go to a village and treat patients with all your heart ?
all of you are fucking bullshit...""","['``', 'lol', '...', 'many', 'times', 'go', 'village', 'treat', 'patients', 'heart', '?', '\\nall', 'fucking', 'bullshit', '...', ""''""]"
393,0,"""that would look great on you!""","['``', 'would', 'look', 'great', '!', ""''""]"
394,0,"""fucked""","['``', 'fucked', ""''""]"
395,1,"""much better than being a dumbazz like you""","['``', 'much', 'better', 'dumbazz', 'like', ""''""]"
396,1,"""you're an idiot!""","['``', ""'re"", 'idiot', '!', ""''""]"
397,1,"""uh no. we're pointing out the colossal stupidity of women who advocate the murder of the next generation of women. but then, you're probably a liberal sexist who is only too happy to be able to use women and throw them away consequence free.""","['``', 'uh', '.', ""'re"", 'pointing', 'colossal', 'stupidity', 'women', 'advocate', 'murder', 'next', 'generation', 'women', '.', ',', ""'re"", 'probably', 'liberal', 'sexist', 'happy', 'able', 'use', 'women', 'throw', 'away', 'consequence', 'free', '.', ""''""]"
398,0,"""parabens verdão.
o palmeiras foi melhor que o santos , mas perdeu pq o santos tem jogadores de mais qualidade . isso queo tirone tem que entender.
não adianta voce criar 10 chances de gol, perder nove  , o adversário criar 2 , 3 , o zagueiro do palmeiras falahar pela ruindade , o goleiro aceitar e voce levar 2 gols nao existe time que resita a isso.
e outra jogar no pacaembu é jogar fora , é prejudicial ao palmeiras .
e os otrcedores que reclama, epsero que sua preguiça de andar 10 kilometros a mais valha os 3 pontos do verdão perdiodos .
enquanto la for usucapio do timeco , sera assim . ""","['``', 'parabens', 'verd\\xe3o.\\no', 'palmeiras', 'foi', 'melhor', 'que', 'santos', ',', 'mas', 'perdeu', 'pq', 'santos', 'tem', 'jogadores', 'de', 'mais', 'qualidade', '.', 'isso', 'queo', 'tirone', 'tem', 'que', 'entender.\\nn\\xe3o', 'adianta', 'voce', 'criar', '10', 'chances', 'de', 'gol', ',', 'perder', 'nove\\xa0', ',', 'advers\\xe1rio', 'criar', '2', ',', '3', ',', 'zagueiro', 'palmeiras', 'falahar', 'pela', 'ruindade', ',', 'goleiro', 'aceitar', 'e', 'voce', 'levar', '2', 'gols', 'nao', 'existe', 'time', 'que', 'resita', 'isso.\\ne', 'outra', 'jogar', 'pacaembu', '\\xe9', 'jogar', 'fora', ',', '\\xe9', 'prejudicial', 'ao', 'palmeiras', '.\\ne', 'os', 'otrcedores', 'que', 'reclama', ',', 'epsero', 'que', 'sua', 'pregui\\xe7a', 'de', 'andar', '10', 'kilometros', 'mais', 'valha', 'os', '3', 'pontos', 'verd\\xe3o', 'perdiodos', '.\\nenquanto', 'la', 'usucapio', 'timeco', ',', 'sera', 'assim', '.', '``']"
399,0,"""are you into july yet""","['``', 'july', 'yet', ""''""]"
400,1,"""heh, no reason to yell. all i did was state the obvious. you, sir, are a fücking idiot.""","['``', 'heh', ',', 'reason', 'yell', '.', 'state', 'obvious', '.', ',', 'sir', ',', 'f\\xfccking', 'idiot', '.', ""''""]"
401,0,"""aamir ji your intentions are to make money out of provoking public feelings, why dont you donate all your earnings from satmave jayte to dr.devi shetty's hospital.generics are not the solution as spurious medicines are not stoppable in india due to corruption, so mr aamir khan do not preach. agreed there are black sheep in every profession including medical , but you are trying to defame even good doctors,""","['``', 'aamir', 'ji', 'intentions', 'make', 'money', 'provoking', 'public', 'feelings', ',', 'dont', 'donate', 'earnings', 'satmave', 'jayte', 'dr.devi', 'shetty', ""'s"", 'hospital.generics', 'solution', 'spurious', 'medicines', 'stoppable', 'india', 'due', 'corruption', ',', 'mr', 'aamir', 'khan', 'preach', '.', 'agreed', 'black', 'sheep', 'every', 'profession', 'including', 'medical', ',', 'trying', 'defame', 'even', 'good', 'doctors', ',', ""''""]"
402,0,"""yeah, wtf?  i'm an old man now i forget shit all the time.  a big one is buttoning the fly on my underwear before i wonder around the yard or mozy  over to the neighbors.  i mozied over the other day to talk to larry and karen the neighbors about getting their house re-sided and lo and behold what happens? an unscheduled guest appearance by none other than little anthony and the imperials.  when i realize a 'guest appearance' happened i cover it by saying this ""hey! look who's here! well hello boys. let me introduce you, larry, karen this is little anthony and the imperials,  they've been on tour for a long time and probably a little hungry from being on the road. they like cake, you got any cake?""   i'm not responsible. 
""","['``', 'yeah', ',', 'wtf', '?', '\\xa0i', ""'m"", 'old', 'man', 'forget', 'shit', 'time', '.', '\\xa0a', 'big', 'one', 'buttoning', 'fly', 'underwear', 'wonder', 'around', 'yard', 'mozy', '\\xa0over', 'neighbors', '.', '\\xa0i', 'mozied', 'day', 'talk', 'larry', 'karen', 'neighbors', 'getting', 'house', 're-sided', 'lo', 'behold', 'happens', '?', 'unscheduled', 'guest', 'appearance', 'none', 'little', 'anthony', 'imperials', '.', '\\xa0when', 'realize', ""'guest"", 'appearance', ""'"", 'happened', 'cover', 'saying', '``', 'hey', '!', 'look', ""'s"", '!', 'well', 'hello', 'boys', '.', 'let', 'introduce', ',', 'larry', ',', 'karen', 'little', 'anthony', 'imperials', ',', '\\xa0they', ""'ve"", 'tour', 'long', 'time', 'and\\xa0probably\\xa0a', 'little', 'hungry', 'road', '.', 'like', 'cake', ',', 'got', 'cake', '?', ""''"", '\\xa0', ""'m"", 'responsible.\\xa0\\n', ""''""]"
403,1,"""seriously. get some rest you are delirious.""","['``', 'seriously', '.', 'get', 'rest', 'delirious', '.', ""''""]"
404,0,"""i wouldn't wear any of that shit.  people who are slaves to the latest ""trend"" are soon parted from their money.""","['``', 'would', ""n't"", 'wear', 'shit', '.', '\\xa0people', 'slaves', 'latest', '``', 'trend', ""''"", 'soon', 'parted', 'money', '.', ""''""]"
405,1,"""your ugly ""","['``', 'ugly', '``']"
406,1,"""""talk about her how we wish, you are a nobody""  - and you say your closet is clean and you have morals???""","['``', '``', 'talk', 'wish', ',', 'nobody', ""''"", '-', 'say', 'closet', 'clean', 'morals', '?', '?', '?', ""''""]"
407,1,"""yes, you are one sorry individual...""","['``', 'yes', ',', 'one', 'sorry', 'individual', '...', ""''""]"
408,0,"""well he did fuck up the blackwater review""","['``', 'well', 'fuck', 'blackwater', 'review', ""''""]"
409,0,"""what was your record in 2010  , you dont even have a right to mention fluke""","['``', 'record', '2010', ',', 'dont', 'even', 'right', 'mention', 'fluke', ""''""]"
